Participant,DateTime,Method,AppsNumber,Trial,Selection,Distance,SeenTimeMillis,SeekStartedTimeMillis,DataFoundTimeMillis,Rechecks,NrErrors
P1,41516.50408564815,Home,2,6,1,1,6577.0526,5322.0508,4092.0491,0,0
P1,41516.504178240742,Home,2,6,2,1,8305.0495,6225.0466,3985.0435,0,0
P1,41516.504259259258,Home,2,6,3,1,6677.0461,5502.0444,4182.0426,0,0
P1,41516.504525462966,Home,3,1,1,2,9741.0572,6131.0522,4386.0497,0,0
P1,41516.504629629628,Home,3,1,2,0,9663.0898,6293.0851,5233.0836,0,0
P1,41516.504710648151,Home,3,1,3,0,6890.0518,5180.0494,4550.0485,0,0
P1,41516.504791666666,Home,3,2,1,2,7240.0503,6020.0486,4095.0459,0,0
P1,41516.504895833335,Home,3,2,2,1,8563.0752,7283.0734,5038.0702,0,0
P1,41516.504988425928,Home,3,2,3,1,8034.0553,6714.0534,5004.051,0,0
P1,41516.505069444444,Home,3,3,1,1,6579.0507,5589.0493,4379.0476,0,0
P1,41516.505231481482,Home,3,3,2,2,14782.0632,13767.0617,12092.0594,2,0
P1,41516.505358796298,Home,3,3,3,3,11050.0557,8615.0522,5985.0486,0,0
P1,41516.50545138889,Home,3,4,1,3,8047.0488,6862.0471,4677.0441,0,0
P1,41516.505567129629,Home,3,4,2,2,9481.0546,6541.0505,4616.0478,0,0
P1,41516.505671296298,Home,3,4,3,3,9510.0529,6750.0491,4195.0455,0,0
P1,41516.50576388889,Home,3,5,1,3,7765.0541,6515.0523,4175.0491,0,0
P1,41516.505856481483,Home,3,5,2,3,7565.0502,6480.0487,4320.0456,0,0
P1,41516.505972222221,Home,3,5,3,3,9939.0675,6619.0628,4364.0597,0,0
P1,41516.506076388891,Home,3,6,1,2,9386.0522,8001.0503,5636.047,0,0
P1,41516.506180555552,Home,3,6,2,3,8481.0505,7181.0487,4141.0444,0,0
P1,41516.506261574075,Home,3,6,3,3,7674.0505,6154.0484,4689.0464,0,0
P2,41517.617442129631,Home,2,1,1,3,13785.1041,11250.1005,7610.0954,0,0
P2,41517.617592592593,Home,2,1,2,3,12911.2751,11368.1869,8443.1264,0,0
P2,41517.617812500001,Home,2,1,3,3,19109.0814,17174.0787,14674.0752,1,0
P2,41517.617951388886,Home,2,2,1,2,11690.061,9460.0579,6950.0544,0,0
P2,41517.618067129632,Home,2,2,2,2,10907.058,8467.0546,6312.0516,0,0
P2,41517.618217592593,Home,2,2,3,2,12522.1226,10587.1199,8707.1172,0,0
P2,41517.618356481478,Home,2,3,1,1,12009.0577,9794.0546,7584.0515,0,0
P2,41517.618483796294,Home,2,3,2,3,10640.0573,9030.055,6280.0512,0,0
P2,41517.61859953704,Home,2,3,3,1,10827.0614,9157.059,7182.0562,0,0
P2,41517.618738425925,Home,2,4,1,2,11670.1167,9825.1142,7700.1112,0,0
P2,41517.618888888886,Home,2,4,2,2,12606.0766,9831.0727,8171.0704,0,0
P2,41517.619027777779,Home,2,4,3,2,11975.0583,10305.056,8305.0532,0,0
P2,41517.619131944448,Home,2,5,1,3,9431.0496,7736.0472,5651.0443,0,0
P2,41517.619247685187,Home,2,5,2,3,10200.05,8435.0476,5665.0437,0,0
P2,41517.619386574072,Home,2,5,3,3,11401.0548,9736.0525,6841.0485,0,0
P2,41517.619502314818,Home,2,6,1,1,10691.0549,8426.0518,6281.0488,0,0
P2,41517.619641203702,Home,2,6,2,1,11323.0832,9348.0805,7728.0782,0,0
P2,41517.619745370372,Home,2,6,3,1,9227.0558,7272.053,6027.0513,0,0
P2,41517.619930555556,Home,3,1,1,0,12174.0736,8494.0685,7129.0666,0,0
P2,41517.620069444441,Home,3,1,2,3,12041.0945,9631.0911,7351.0879,0,0
P2,41517.620254629626,Home,3,1,3,3,16033.0619,14463.0597,6368.0484,1,0
P2,41517.620381944442,Home,3,2,1,1,10090.0554,8450.0531,6590.0505,0,0
P2,41517.620578703703,Home,3,2,2,2,17316.0804,15166.0774,6796.0656,0,0
P2,41517.620694444442,Home,3,2,3,2,9916.0511,8081.0485,5981.0456,0,0
P2,41517.620798611111,Home,3,3,1,2,9620.0868,7900.0844,6375.0823,0,0
P2,41517.620937500003,Home,3,3,2,3,11362.0598,9262.0569,6512.053,0,0
P2,41517.621064814812,Home,3,3,3,3,11264.1117,9624.1094,7334.1062,0,0
P2,41517.621168981481,Home,3,4,1,3,9433.072,7753.0696,5678.0667,0,0
P2,41517.62127314815,Home,3,4,2,3,8969.0496,7319.0473,5319.0445,0,0
P2,41517.621377314812,Home,3,4,3,1,8455.0537,6670.0512,4935.0488,0,0
P2,41517.621504629627,Home,3,5,1,2,10922.1744,9392.1723,7522.1697,0,0
P2,41517.621608796297,Home,3,5,2,0,9185.0879,6775.0845,5235.0824,0,0
P2,41517.621736111112,Home,3,5,3,2,10760.0539,9135.0516,6915.0485,0,0
P2,41517.621817129628,Home,3,6,1,0,7684.0508,6019.0485,5109.0472,0,0
P2,41517.62195601852,Home,3,6,2,2,11427.0544,9842.0521,6177.047,0,0
P2,41517.622071759259,Home,3,6,3,3,10380.0589,8520.0563,6025.0528,0,0
P2,41517.622256944444,Home,1,1,1,1,10776.0955,7196.0905,5776.0885,0,0
P2,41517.622349537036,Home,1,1,2,1,8435.0469,6830.0447,5035.0422,0,0
P2,41517.622488425928,Home,1,1,3,1,11520.1529,9450.15,8110.1481,0,0
P2,41517.622581018521,Home,1,2,1,1,8762.0528,7012.0504,5417.0481,0,0
P2,41517.622708333336,Home,1,2,2,1,10804.0555,9314.0534,6449.0494,0,0
P2,41517.622824074075,Home,1,2,3,1,9411.0548,7721.0524,5816.0497,0,0
P2,41517.622928240744,Home,1,3,1,3,9042.0538,7367.0514,5392.0486,0,0
P2,41517.623020833336,Home,1,3,2,3,8653.0491,6718.0464,4973.0439,0,0
P2,41517.623159722221,Home,1,3,3,3,11501.1384,9116.135,7151.1323,0,0
P2,41517.623287037037,Home,1,4,1,2,11243.1191,9358.1165,6768.1128,0,0
P2,41517.623379629629,Home,1,4,2,2,7881.0471,6736.0455,4486.0423,0,0
P2,41517.623472222222,Home,1,4,3,2,7856.0543,6491.0524,5351.0508,0,0
P2,41517.623564814814,Home,1,5,1,2,8483.0612,6973.0591,5123.0565,0,0
P2,41517.623657407406,Home,1,5,2,2,8067.0794,6537.0773,5157.0754,0,0
P2,41517.623761574076,Home,1,5,3,2,8624.0781,6664.0754,5169.0733,0,0
P2,41517.623888888891,Home,1,6,1,3,10535.0552,8695.0526,6425.0495,0,0
P2,41517.624039351853,Home,1,6,2,3,13350.0586,11345.0558,9440.0531,1,0
P2,41517.624166666668,Home,1,6,3,3,10977.1008,8822.0978,5982.0938,0,0
P3,41517.730752314812,Home,3,1,1,3,10394.0514,7439.0472,5039.0439,0,0
P3,41517.730868055558,Home,3,1,2,0,9998.1012,8343.0989,5978.0956,0,0
P3,41517.73097222222,Home,3,1,3,3,8621.042,7461.0404,4796.0367,0,0
P3,41517.731064814812,Home,3,2,1,3,8282.0499,6842.0479,4762.045,0,0
P3,41517.731157407405,Home,3,2,2,3,8144.0493,6884.0475,4704.0445,0,0
P3,41517.731238425928,Home,3,2,3,0,6576.0478,5556.0464,4481.0449,0,0
P3,41517.731342592589,Home,3,3,1,1,9414.0477,8269.0461,6359.0435,0,0
P3,41517.731435185182,Home,3,3,2,2,7330.0415,6295.0401,4605.0377,0,0
P3,41517.731539351851,Home,3,3,3,2,9095.0403,7690.0384,4965.0345,0,0
P3,41517.731631944444,Home,3,4,1,3,7775.0436,6665.042,4685.0392,0,0
P3,41517.731724537036,Home,3,4,2,3,8153.0408,6718.0388,4108.0352,0,0
P3,41517.731817129628,Home,3,4,3,1,8574.1043,7389.1026,5259.0996,0,0
P3,41517.731932870367,Home,3,5,1,3,9110.0658,7995.0642,4665.0595,0,0
P3,41517.732129629629,Home,3,5,2,3,17473.0559,16068.0539,13873.0509,2,1
P3,41517.732210648152,Home,3,5,3,0,7367.057,6227.0554,4722.0533,0,0
P3,41517.732303240744,Home,3,6,1,2,7756.043,6681.0415,4316.0382,0,0
P3,41517.732407407406,Home,3,6,2,2,8760.0432,7640.0416,5670.0389,0,0
P3,41517.732488425929,Home,3,6,3,2,7024.0313,5964.0298,4344.0275,0,0
P3,41517.734224537038,Home,2,1,1,0,8619.0433,6029.0396,5249.0385,0,0
P3,41517.7343287037,Home,2,1,2,1,8467.0471,7292.0455,4657.0418,0,0
P3,41517.734398148146,Home,2,1,3,0,6349.0468,5339.0454,4624.0444,0,0
P3,41517.734490740739,Home,2,2,1,3,8123.067,6958.0654,4513.062,0,0
P3,41517.734594907408,Home,2,2,2,3,8807.0476,7767.0462,5757.0434,0,0
P3,41517.734675925924,Home,2,2,3,3,7002.038,5967.0366,4182.0341,0,0
P3,41517.734780092593,Home,2,3,1,2,9230.0601,7795.058,5100.0543,0,0
P3,41517.734861111108,Home,2,3,2,2,6758.0431,5653.0415,4273.0396,0,0
P3,41517.734942129631,Home,2,3,3,2,6594.0335,5444.0319,4134.03,0,0
P3,41517.735023148147,Home,2,4,1,1,6995.0382,6035.0369,4295.0344,0,0
P3,41517.735092592593,Home,2,4,2,0,6452.0373,5387.0358,4057.0339,0,0
P3,41517.735173611109,Home,2,4,3,0,6665.0397,5755.0385,5120.0376,0,0
P3,41517.735231481478,Home,2,5,1,0,5786.0363,4841.035,4006.0338,0,0
P3,41517.735324074078,Home,2,5,2,3,7776.038,6816.0366,4551.0335,0,0
P3,41517.735405092593,Home,2,5,3,0,6463.036,5278.0343,4483.0332,0,0
P3,41517.735497685186,Home,2,6,1,1,8260.0501,7335.0488,5160.0457,0,0
P3,41517.735578703701,Home,2,6,2,0,6966.0757,6001.0743,5281.0733,0,0
P3,41517.735648148147,Home,2,6,3,0,5623.0387,4623.0373,4073.0366,0,0
P3,41517.73746527778,Home,1,1,1,0,8177.0406,6557.0383,5807.0373,0,0
P3,41517.737534722219,Home,1,1,2,0,6469.0411,5524.0398,4424.0383,0,0
P3,41517.737604166665,Home,1,1,3,0,5698.0293,4718.028,3873.0268,0,0
P3,41517.737696759257,Home,1,2,1,0,7802.0389,6817.0375,6122.0365,1,0
P3,41517.737800925926,Home,1,2,2,0,9401.0593,8216.0576,6641.0554,0,0
P3,41517.737893518519,Home,1,2,3,0,7908.0453,6323.0431,5168.0415,0,0
P3,41517.737986111111,Home,1,3,1,1,8292.0482,6912.0463,4717.0432,0,0
P3,41517.738078703704,Home,1,3,2,1,7864.0766,6774.075,4624.072,0,0
P3,41517.738159722219,Home,1,3,3,1,7298.0382,6268.0368,4943.0349,0,0
P3,41517.738240740742,Home,1,4,1,0,6135.0418,4900.04,4285.0392,0,0
P3,41517.738310185188,Home,1,4,2,0,6816.0361,5816.0347,4841.0333,0,0
P3,41517.738391203704,Home,1,4,3,0,6882.0438,4597.0406,3997.0397,0,0
P3,41517.738483796296,Home,1,5,1,3,7293.0439,6288.0425,4283.0397,0,0
P3,41517.738634259258,Home,1,5,2,3,13496.0538,12481.0524,4486.0412,1,0
P3,41517.738761574074,Home,1,5,3,3,10884.1048,9764.1032,4546.0388,1,0
P3,41517.73883101852,Home,1,6,1,0,6108.0435,5068.0421,4098.0407,0,0
P3,41517.738900462966,Home,1,6,2,0,5946.0383,4896.0368,4111.0357,0,0
P3,41517.738969907405,Home,1,6,3,0,5884.0305,4879.0291,4049.028,0,0
P4,04/09/2013 6:37:38 PM,Home,3,1,1,3,12398.051,10568.0485,4843.0405,0,0
P4,04/09/2013 6:37:50 PM,Home,3,1,2,2,12704.0928,11369.091,6234.0838,0,0
P4,04/09/2013 6:37:58 PM,Home,3,1,3,0,8194.0714,6659.0693,5429.0676,0,0
P4,04/09/2013 6:38:07 PM,Home,3,2,1,1,8094.0483,7049.0469,5354.0445,0,0
P4,04/09/2013 6:38:18 PM,Home,3,2,2,2,11120.0156,9965.0139,8725.0122,1,0
P4,04/09/2013 6:38:33 PM,Home,3,2,3,2,15400.0216,14365.0201,8440.0119,1,0
P4,04/09/2013 6:38:43 PM,Home,3,3,1,0,10345.0144,9010.0126,7085.0099,0,0
P4,04/09/2013 6:38:55 PM,Home,3,3,2,3,11979.0558,10989.0544,5029.046,0,0
P4,04/09/2013 6:39:07 PM,Home,3,3,3,3,11640.0163,10725.015,5900.0082,0,0
P4,04/09/2013 6:39:16 PM,Home,3,4,1,1,8930.0125,7955.0111,5750.008,0,0
P4,04/09/2013 6:39:24 PM,Home,3,4,2,0,8377.0467,7332.0452,6737.0444,1,0
P4,04/09/2013 6:39:32 PM,Home,3,4,3,2,8003.0418,7133.0405,4433.0368,0,0
P4,04/09/2013 6:39:40 PM,Home,3,5,1,3,8102.0503,7132.0489,4562.0453,0,0
P4,04/09/2013 6:39:50 PM,Home,3,5,2,3,9146.0516,7681.0496,4591.0453,0,0
P4,04/09/2013 6:39:58 PM,Home,3,5,3,0,8785.0511,7665.0495,6055.0473,0,0
P4,04/09/2013 6:40:08 PM,Home,3,6,1,3,9615.0564,8480.0548,5125.0501,0,0
P4,04/09/2013 6:40:17 PM,Home,3,6,2,1,9212.0524,8192.051,4737.0461,0,0
P4,04/09/2013 6:40:26 PM,Home,3,6,3,1,8945.0482,7935.0468,4760.0424,0,0
P4,04/09/2013 6:43:45 PM,Home,2,1,1,2,8265.0115,6365.0089,4235.0059,0,0
P4,04/09/2013 6:43:53 PM,Home,2,1,2,3,8310.0117,7375.0104,4165.0059,0,0
P4,04/09/2013 6:44:01 PM,Home,2,1,3,3,8368.047,7343.0456,4613.0418,0,0
P4,04/09/2013 6:44:10 PM,Home,2,2,1,1,8750.0123,7690.0108,5630.0079,0,0
P4,04/09/2013 6:44:18 PM,Home,2,2,2,1,7445.0455,6635.0444,4555.0415,0,0
P4,04/09/2013 6:44:24 PM,Home,2,2,3,1,6205.0087,5340.0075,3965.0055,0,0
P4,04/09/2013 6:44:33 PM,Home,2,3,1,3,9280.013,7920.0111,5210.0073,0,0
P4,04/09/2013 6:44:41 PM,Home,2,3,2,2,7795.0109,6915.0097,4550.0063,0,0
P4,04/09/2013 6:44:49 PM,Home,2,3,3,2,7956.05,7071.0487,4581.0452,0,0
P4,04/09/2013 6:44:56 PM,Home,2,4,1,2,7327.0483,6202.0467,4252.044,0,0
P4,04/09/2013 6:45:03 PM,Home,2,4,2,2,6605.0093,5705.008,3985.0056,0,0
P4,04/09/2013 6:45:09 PM,Home,2,4,3,2,6715.0094,5820.0082,4420.0062,0,0
P4,04/09/2013 6:46:45 PM,Home,2,5,2,1,9020.0126,8090.0113,5645.0079,0,0
P4,04/09/2013 6:46:53 PM,Home,2,5,3,2,7650.0107,6540.0092,4255.006,0,0
P4,04/09/2013 6:47:01 PM,Home,2,6,1,3,8648.0424,7788.0412,4098.036,0,0
P4,04/09/2013 6:47:09 PM,Home,2,6,2,3,7275.0102,6360.0089,4020.0056,0,0
P4,04/09/2013 6:47:17 PM,Home,2,6,3,3,8763.0389,7023.0365,4408.0328,0,0
P4,04/09/2013 6:53:10 PM,Home,1,1,2,2,9391.067,8136.0653,5841.0621,0,0
P4,04/09/2013 6:53:19 PM,Home,1,1,3,2,8291.0555,7431.0543,4716.0505,0,0
P4,04/09/2013 6:54:01 PM,Home,1,2,2,2,11425.016,10530.0148,5405.0076,0,0
P4,04/09/2013 6:54:12 PM,Home,1,2,3,2,11016.0556,10046.0543,5926.0485,0,0
P4,04/09/2013 6:54:21 PM,Home,1,3,1,2,9278.0517,8018.0499,5423.0463,0,0
P4,04/09/2013 6:54:30 PM,Home,1,3,2,2,9324.059,7939.0571,5534.0537,0,0
P4,04/09/2013 6:54:39 PM,Home,1,3,3,2,9076.0588,7911.0571,4911.0529,0,0
P4,04/09/2013 6:54:47 PM,Home,1,4,1,0,7348.054,6258.0525,4748.0503,0,0
P4,04/09/2013 6:54:55 PM,Home,1,4,2,0,8069.0659,6924.0643,5289.062,0,0
P4,04/09/2013 6:55:04 PM,Home,1,4,3,0,9408.0775,8228.0758,7113.0743,0,0
P4,04/09/2013 6:55:13 PM,Home,1,5,1,2,9204.0542,8029.0525,4954.0482,0,0
P4,04/09/2013 6:55:24 PM,Home,1,5,2,2,10350.0144,9175.0128,4850.0067,0,0
P4,04/09/2013 6:55:32 PM,Home,1,5,3,2,8490.0462,7560.0449,4475.0405,0,0
P4,04/09/2013 6:55:41 PM,Home,1,6,1,3,9179.0508,8339.0496,4974.0449,0,0
P4,04/09/2013 6:55:52 PM,Home,1,6,2,3,10473.0511,9603.0499,4713.0431,0,0
P4,04/09/2013 6:56:00 PM,Home,1,6,3,3,8567.0481,7667.0469,5042.0432,0,0
P5,41521.566550925927,Home,3,1,2,2,12860.018,11150.0156,8495.0119,0,0
P5,41521.566666666666,Home,3,1,3,0,9985.014,8835.0124,7385.0103,0,0
P5,41521.566805555558,Home,3,2,1,1,12265.0172,11000.0154,8280.0116,0,0
P5,41521.566967592589,Home,3,2,2,2,13545.0189,12345.0172,9735.0136,0,0
P5,41521.567118055558,Home,3,2,3,2,13325.0187,12170.017,8465.0119,0,0
P5,41521.567280092589,Home,3,3,1,3,13590.019,12365.0173,7985.0111,0,0
P5,41521.567407407405,Home,3,3,2,2,11110.0156,10075.0141,7560.0106,0,0
P5,41521.567569444444,Home,3,3,3,3,14420.0202,13395.0188,8810.0124,0,0
P5,41521.568206018521,Home,3,4,2,0,11910.0167,10610.0149,9475.0133,0,0
P5,41521.56832175926,Home,3,4,3,0,10290.0144,9100.0127,8190.0115,0,0
P5,41521.568449074075,Home,3,5,1,1,11105.0155,10005.014,6305.0088,0,0
P5,41521.568599537037,Home,3,5,2,1,12380.0173,11390.016,7765.0109,0,0
P5,41521.568703703706,Home,3,5,3,0,9415.0132,7805.011,5740.0081,0,0
P5,41521.568831018521,Home,3,6,1,1,11385.0159,10195.0143,7995.0112,0,0
P5,41521.568981481483,Home,3,6,2,3,12610.0177,11505.0161,6420.009,0,0
P5,41521.569143518522,Home,3,6,3,3,13810.0193,12715.0178,7160.01,0,0
P5,41521.573055555556,Home,2,1,1,2,15231.0685,63513899112021.3,7761.0581,0,0
P5,41521.573217592595,Home,2,1,2,2,14350.0201,12685.0178,9390.0132,0,0
P5,41521.573368055557,Home,2,1,3,0,13545.0189,11530.0161,10415.0145,0,0
P5,41521.573506944442,Home,2,2,1,0,12016.0599,10246.0574,7416.0534,0,0
P5,41521.573645833334,Home,2,2,2,0,11585.0162,10230.0143,8210.0115,0,0
P5,41521.573807870373,Home,2,2,3,1,14170.0198,12800.0179,10610.0148,0,0
P5,41521.573993055557,Home,2,3,1,3,15555.0218,13155.0184,9675.0135,0,0
P5,41521.574143518519,Home,2,3,2,1,13240.0186,10895.0153,8160.0115,0,0
P5,41521.574293981481,Home,2,3,3,1,13355.0187,11650.0164,9570.0134,0,0
P5,41521.574421296296,Home,2,4,1,0,10925.0153,9075.0128,7840.011,0,0
P5,41521.574560185189,Home,2,4,2,0,11330.0158,9905.0139,7495.0105,0,0
P5,41521.574699074074,Home,2,4,3,0,12458.0584,11163.0566,10258.0553,1,0
P5,41521.574872685182,Home,2,5,1,2,14475.0202,13235.0185,10170.0142,0,0
P5,41521.575046296297,Home,2,5,2,1,15350.0215,13785.0193,11620.0163,0,0
P5,41521.575185185182,Home,2,5,3,1,12325.0173,10910.0153,8725.0122,0,0
P5,41521.575312499997,Home,2,6,1,1,10620.0148,9130.0127,7235.0101,0,0
P5,41521.575439814813,Home,2,6,2,1,11560.0162,9390.0131,7180.01,0,0
P5,41521.575601851851,Home,2,6,3,3,13480.0189,11970.0168,7570.0106,0,0
P5,41521.581377314818,Home,1,1,2,1,10815.0151,9530.0133,7255.0101,0,0
P5,41521.58153935185,Home,1,1,3,1,13445.0188,12175.017,7720.0108,0,0
P5,41521.581666666665,Home,1,2,1,2,11380.016,10155.0142,7185.0101,0,0
P5,41521.581828703704,Home,1,2,2,2,13540.0189,12395.0173,8895.0124,0,0
P5,41521.581967592596,Home,1,2,3,2,11955.0168,10950.0154,8115.0114,0,0
P5,41521.582071759258,Home,1,3,1,0,8870.0124,7920.0111,6710.0094,0,0
P5,41521.58216435185,Home,1,3,2,0,8625.0121,7545.0106,6550.0092,0,0
P5,41521.582303240742,Home,1,3,3,0,12035.0168,10980.0154,10160.0142,2,0
P5,41521.582430555558,Home,1,4,1,1,10970.0154,9550.0134,7380.0104,0,0
P5,41521.582812499997,Home,1,4,3,1,11340.0158,10245.0143,8035.0112,0,0
P5,41521.582916666666,Home,1,5,1,0,8050.0113,6695.0094,5710.008,0,0
P5,41521.583009259259,Home,1,5,2,0,8475.0119,7370.0103,6535.0092,0,0
P5,41521.583101851851,Home,1,5,3,0,7602.0551,6472.0535,5737.0525,0,0
P5,41521.58320601852,Home,1,6,1,2,9820.0137,8790.0123,6295.0088,0,0
P5,41521.583333333336,Home,1,6,2,2,10680.015,9670.0136,6675.0094,0,0
P5,41521.583460648151,Home,1,6,3,2,10685.0149,9555.0133,7400.0103,0,0
P6,41521.651932870373,Home,3,1,1,1,12870.0181,63513905927835.9,5345.0075,0,0
P6,41521.652037037034,Home,3,1,2,1,8510.0119,6205.0087,4305.006,0,0
P6,41521.65215277778,Home,3,1,3,1,10520.0147,8825.0123,7450.0104,0,0
P6,41521.652256944442,Home,3,2,1,3,8415.0118,7440.0104,4420.0062,0,0
P6,41521.652337962965,Home,3,2,2,1,7420.0104,6560.0092,5240.0074,0,0
P6,41521.652430555558,Home,3,2,3,2,7325.0102,6485.009,4430.0062,0,0
P6,41521.652511574073,Home,3,3,1,1,7060.0099,5745.008,4215.0059,0,0
P6,41521.652581018519,Home,3,3,2,1,6510.0091,5755.008,4595.0064,0,0
P6,41521.652673611112,Home,3,3,3,0,7705.0108,6160.0086,4340.0061,0,0
P6,41521.652754629627,Home,3,4,1,3,7665.0108,6830.0096,4690.0066,0,0
P6,41521.65283564815,Home,3,4,2,2,6725.0094,5955.0084,4245.006,0,0
P6,41521.652939814812,Home,3,4,3,2,8375.0117,7030.0098,5285.0074,0,0
P6,41521.653032407405,Home,3,5,1,0,8075.0571,7200.0559,5720.0538,0,0
P6,41521.653101851851,Home,3,5,2,2,6770.0094,5870.0082,4130.0057,0,0
P6,41521.653171296297,Home,3,5,3,0,5810.0082,5080.0071,3950.0056,0,0
P6,41521.653252314813,Home,3,6,1,3,6950.0097,5930.0083,3500.0049,0,0
P6,41521.653310185182,Home,3,6,2,0,4860.0068,4090.0057,3345.0047,0,0
P6,41521.653425925928,Home,3,6,3,3,10196.9927,8432.99,6368.5662,0,0
P6,41521.654629629629,Home,2,1,1,1,12054.3787,63513906160867.6,4872.3947,0,0
P6,41521.654699074075,Home,2,1,2,1,5800.4782,5015.4333,3644.3548,0,0
P6,41521.654791666668,Home,2,1,3,1,7979.1889,6216.0881,5168.0281,0,0
P6,41521.65488425926,Home,2,2,1,3,7743.6621,6891.6523,4324.7859,0,0
P6,41521.654976851853,Home,2,2,2,3,8191.5284,7469.4871,4972.2238,0,0
P6,41521.655057870368,Home,2,2,3,0,6528.3734,5582.3192,4704.269,0,0
P6,41521.655127314814,Home,2,3,1,3,6763.4771,5945.4303,3663.9594,0,0
P6,41521.655243055553,Home,2,3,2,3,9956.1766,9117.1287,7696.2673,1,0
P6,41521.655347222222,Home,2,3,3,3,8435.9562,7657.9117,4715.804,0,0
P6,41521.655428240738,Home,2,4,1,1,6999.4992,6169.4517,4201.5633,0,0
P6,41521.655497685184,Home,2,4,2,1,6531.1148,5664.0652,4083.9748,0,0
P6,41521.655578703707,Home,2,4,3,0,7120.4072,6282.3593,5105.292,0,0
P6,41521.655659722222,Home,2,5,1,1,6927.1244,6110.0777,4240.9708,0,0
P6,41521.655740740738,Home,2,5,2,1,6307.3045,5404.2528,3772.1595,0,0
P6,41521.655821759261,Home,2,5,3,3,6856.0988,6063.0534,4595.9998,0,0
P6,41521.655902777777,Home,2,6,1,3,7263.2728,6490.2285,4232.3582,0,0
P6,41521.6559837963,Home,2,6,2,3,7259.6777,6416.6295,4804.3779,0,0
P6,41521.656076388892,Home,2,6,3,3,8364.1115,7580.0667,5392.2047,0,0
P6,41521.65761574074,Home,1,1,1,2,17778.6587,63513906418025.8,13627.8437,2,0
P6,41521.657673611109,Home,1,1,2,2,5391.8426,4606.7977,3507.9505,0,0
P6,41521.657743055555,Home,1,1,3,2,5983.0704,5093.0195,3747.9599,0,0
P6,41521.657812500001,Home,1,2,1,1,5879.6463,5460.6224,3348.3422,0,0
P6,41521.657870370371,Home,1,2,2,1,5355.0518,4566.0067,3595.9512,0,0
P6,41521.657939814817,Home,1,2,3,1,5735.871,4807.8179,3656.7521,0,0
P6,41521.658009259256,Home,1,3,1,0,6007.3436,5245.3,4060.2323,0,0
P6,41521.658067129632,Home,1,3,2,0,4924.2816,4069.2327,3592.2054,0,0
P6,41521.658136574071,Home,1,3,3,0,6224.356,5393.3084,3940.2253,0,0
P6,41521.658206018517,Home,1,4,1,3,6463.8478,5736.4139,3748.9643,0,0
P6,41521.65828703704,Home,1,4,2,3,6900.2866,6150.2437,4537.1904,0,0
P6,41521.658379629633,Home,1,4,3,3,7786.945,5870.8354,4119.7785,0,0
P6,41521.658483796295,Home,1,5,1,3,8487.3514,6312.227,4172.9669,0,0
P6,41521.658564814818,Home,1,5,2,3,7820.089,6929.0381,4368.1807,0,0
P6,41521.658645833333,Home,1,5,3,3,6907.4723,5993.42,4027.963,0,0
P6,41521.658715277779,Home,1,6,1,2,6095.2578,5210.2072,3824.3608,0,0
P6,41521.658807870372,Home,1,6,2,2,7803.7694,6961.7212,5751.6693,1,0
P6,41521.658888888887,Home,1,6,3,2,7152.2664,6290.2171,4820.965,0,0
P7,41521.743761574071,Home,3,1,2,0,7655.0108,6175.0087,4920.0069,0,0
P7,41521.743854166663,Home,3,1,3,0,7770.0108,6845.0095,5455.0076,0,0
P7,41521.743923611109,Home,3,2,1,0,6015.0084,5165.0073,4500.0063,0,0
P7,41521.744039351855,Home,3,2,2,3,10215.0143,9080.0127,6060.0085,0,0
P7,41521.744120370371,Home,3,2,3,0,6975.0097,6055.0084,5470.0076,0,0
P7,41521.744212962964,Home,3,3,1,2,8200.0115,7255.0101,5020.007,0,0
P7,41521.744328703702,Home,3,3,2,2,9280.013,8435.0118,6235.0087,0,0
P7,41521.744398148148,Home,3,3,3,1,6815.0096,5850.0082,4380.0062,0,0
P7,41521.744479166664,Home,3,4,1,2,7115.0099,6365.0089,4560.0064,0,0
P7,41521.744571759256,Home,3,4,2,2,7185.0101,6340.0089,4400.0062,0,0
P7,41521.744675925926,Home,3,4,3,2,9455.0132,7395.0103,5670.0079,0,0
P7,41521.744756944441,Home,3,5,1,1,7125.01,6220.0087,4855.0068,0,0
P7,41521.744826388887,Home,3,5,2,0,5450.0076,4670.0065,3950.0055,0,0
P7,41521.74490740741,Home,3,5,3,2,7065.0099,6335.0089,4320.006,0,0
P7,41521.74496527778,Home,3,6,1,0,5620.0079,4860.0068,3830.0054,0,0
P7,41521.745046296295,Home,3,6,2,2,6270.0088,5430.0076,3845.0054,0,0
P7,41521.745115740741,Home,3,6,3,0,6135.0085,5365.0075,4480.0062,0,0
P7,41521.747037037036,Home,2,1,2,1,10289.0821,9234.0806,6809.0772,0,0
P7,41521.747129629628,Home,2,1,3,2,8675.0122,7705.0108,5110.0072,0,0
P7,41521.747245370374,Home,2,2,1,2,9709.0462,8714.0448,4744.0393,0,0
P7,41521.747349537036,Home,2,2,2,0,8395.0117,7405.0103,6505.0091,0,0
P7,41521.747453703705,Home,2,2,3,2,9730.0136,8735.0122,5230.0073,0,0
P7,41521.747557870367,Home,2,3,1,3,8960.0126,7995.0112,5415.0076,0,0
P7,41521.74763888889,Home,2,3,2,0,6980.0098,5960.0084,5065.0071,0,0
